Sales_Date,Sales_Year,Sales_Quarter,Sales_Month,Sales_Week,Sales_Day
02/23/2005,2005,1,2,4,23
06/22/2009,2009,2,6,3,22
06/22/2009,2009,2,6,3,22
09/17/2005,2005,3,9,3,17
09/17/2006,2006,3,9,3,17
09/17/2007,2007,3,9,3,17
02/21/2008,2008,1,2,3,21
02/21/2009,2009,1,2,3,21
04/26/2005,2005,2,4,4,26
04/26/2005,2005,2,4,4,26
04/26/2005,2005,2,4,4,26
07/02/2010,2010,3,7,1,2
07/02/2010,2010,3,7,1,2
04/26/2007,2007,2,4,4,26
04/26/2007,2007,2,4,4,26
04/02/2009,2009,2,4,1,2
04/02/2009,2009,2,4,1,2
04/26/2009,2009,2,4,4,26
04/26/2009,2009,2,4,4,26
02/21/2005,2005,1,2,3,21
02/21/2005,2005,1,2,3,21
02/21/2005,2005,1,2,3,21
02/21/2006,2006,1,2,3,21
09/28/2010,2010,3,9,4,28
09/28/2010,2010,3,9,4,28
09/28/2010,2010,3,9,4,28
09/28/2010,2010,3,9,4,28
07/29/2005,2005,3,7,4,29
07/29/2005,2005,3,7,4,29
07/29/2005,2005,3,7,4,29
05/28/2010,2010,2,5,4,28
05/28/2010,2010,2,5,4,28
05/28/2010,2010,2,5,4,28
02/01/2008,2008,1,2,1,1
05/06/2007,2007,2,5,1,6
05/06/2007,2007,2,5,1,6
05/06/2007,2007,2,5,1,6
01/21/2007,2007,1,1,3,21
01/21/2007,2007,1,1,3,21
01/21/2007,2007,1,1,3,21
01/21/2006,2006,1,1,3,21
01/21/2009,2009,1,1,3,21
01/21/2009,2009,1,1,3,21
11/01/2006,2006,4,11,1,1
05/06/2008,2008,2,5,1,6
05/06/2009,2009,2,5,1,6
05/06/2009,2009,2,5,1,6
02/01/2005,2005,1,2,1,1
06/25/2008,2008,2,6,4,25
01/29/2005,2005,1,1,4,29
01/29/2005,2005,1,1,4,29
01/29/2005,2005,1,1,4,29
01/29/2005,2005,1,1,4,29
06/25/2007,2007,2,6,4,25
06/25/2007,2007,2,6,4,25
06/25/2007,2007,2,6,4,25
01/29/2008,2008,1,1,4,29
01/29/2009,2009,1,1,4,29
01/29/2009,2009,1,1,4,29
02/22/2009,2009,1,2,3,22
02/22/2009,2009,1,2,3,22
02/22/2009,2009,1,2,3,22
07/12/2008,2008,3,7,2,12
07/12/2009,2009,3,7,2,12
07/12/2007,2007,3,7,2,12
04/04/2010,2010,2,4,1,4
07/12/2005,2005,3,7,2,12
07/12/2005,2005,3,7,2,12
02/22/2005,2005,1,2,3,22
02/22/2006,2006,1,2,3,22
02/22/2007,2007,1,2,3,22
02/22/2007,2007,1,2,3,22
01/30/2005,2005,1,1,4,30
01/30/2005,2005,1,1,4,30
11/26/2007,2007,4,11,4,26
11/26/2007,2007,4,11,4,26
01/30/2007,2007,1,1,4,30
01/30/2009,2009,1,1,4,30
04/08/2005,2005,2,4,2,8
04/08/2005,2005,2,4,2,8
04/08/2005,2005,2,4,2,8
02/16/2010,2010,1,2,3,16
07/16/2008,2008,3,7,3,16
05/28/2010,2010,2,5,4,28
07/16/2006,2006,3,7,3,16
07/16/2006,2006,3,7,3,16
06/25/2010,2010,2,6,4,25
04/05/2008,2008,2,4,1,5
04/05/2008,2008,2,4,1,5
12/16/2009,2009,4,12,3,16
12/16/2009,2009,4,12,3,16
12/08/2005,2005,4,12,2,8
12/08/2005,2005,4,12,2,8
07/30/2010,2010,3,7,4,30
07/30/2010,2010,3,7,4,30
09/10/2009,2009,3,9,2,10
01/09/2010,2010,1,1,2,9
01/09/2010,2010,1,1,2,9
09/10/2007,2007,3,9,2,10
09/10/2007,2007,3,9,2,10
12/08/2009,2009,4,12,2,8
12/08/2009,2009,4,12,2,8
12/08/2009,2009,4,12,2,8
12/08/2009,2009,4,12,2,8
12/08/2008,2008,4,12,2,8
12/08/2008,2008,4,12,2,8
12/18/2009,2009,4,12,3,18
12/18/2009,2009,4,12,3,18
12/18/2009,2009,4,12,3,18
12/18/2005,2005,4,12,3,18
12/18/2005,2005,4,12,3,18
12/18/2006,2006,4,12,3,18
12/18/2006,2006,4,12,3,18
12/18/2007,2007,4,12,3,18
08/04/2008,2008,3,8,1,4
11/15/2005,2005,4,11,2,15
11/15/2005,2005,4,11,2,15
11/15/2005,2005,4,11,2,15
11/06/2009,2009,4,11,1,6
11/06/2009,2009,4,11,1,6
11/06/2009,2009,4,11,1,6
11/06/2008,2008,4,11,1,6
11/06/2008,2008,4,11,1,6
07/19/2010,2010,3,7,3,19
07/19/2010,2010,3,7,3,19
11/06/2007,2007,4,11,1,6
11/06/2006,2006,4,11,1,6
03/21/2009,2009,1,3,3,21
11/15/2008,2008,4,11,2,15
02/25/2007,2007,1,2,4,25
02/25/2007,2007,1,2,4,25
02/25/2007,2007,1,2,4,25
08/02/2010,2010,3,8,1,2
08/02/2010,2010,3,8,1,2
02/25/2005,2005,1,2,4,25
02/25/2008,2008,1,2,4,25
02/25/2008,2008,1,2,4,25
02/25/2008,2008,1,2,4,25
04/14/2009,2009,2,4,2,14
02/22/2009,2009,1,2,3,22
02/22/2009,2009,1,2,3,22
02/22/2007,2007,1,2,3,22
11/17/2007,2007,4,11,3,17
05/29/2010,2010,2,5,4,29
01/31/2009,2009,1,1,4,31
01/31/2009,2009,1,1,4,31
11/17/2006,2006,4,11,3,17
11/17/2006,2006,4,11,3,17
11/17/2006,2006,4,11,3,17
01/31/2005,2005,1,1,4,31
05/06/2005,2005,2,5,1,6
05/06/2005,2005,2,5,1,6
05/06/2005,2005,2,5,1,6
07/28/2007,2007,3,7,4,28
07/28/2006,2006,3,7,4,28
07/28/2005,2005,3,7,4,28
11/15/2009,2009,4,11,2,15
11/15/2009,2009,4,11,2,15
11/15/2008,2008,4,11,2,15
11/15/2008,2008,4,11,2,15
11/15/2008,2008,4,11,2,15
11/15/2007,2007,4,11,2,15
11/15/2007,2007,4,11,2,15
01/11/2009,2009,1,1,2,11
03/13/2010,2010,1,3,2,13
03/13/2010,2010,1,3,2,13
07/28/2009,2009,3,7,4,28
07/28/2009,2009,3,7,4,28
07/28/2009,2009,3,7,4,28
07/28/2008,2008,3,7,4,28
08/04/2006,2006,3,8,1,4
01/03/2008,2008,1,1,1,3
01/03/2008,2008,1,1,1,3
10/31/2009,2009,4,10,4,31
10/31/2009,2009,4,10,4,31
03/14/2007,2007,1,3,2,14
10/31/2007,2007,4,10,4,31
10/31/2007,2007,4,10,4,31
10/31/2007,2007,4,10,4,31
10/31/2007,2007,4,10,4,31
01/06/2007,2007,1,1,1,6
10/31/2005,2005,4,10,4,31
10/24/2005,2005,4,10,4,24
10/24/2005,2005,4,10,4,24
10/24/2005,2005,4,10,4,24
04/16/2006,2006,2,4,3,16
10/08/2008,2008,4,10,2,8
10/08/2008,2008,4,10,2,8
01/03/2005,2005,1,1,1,3
04/16/2005,2005,2,4,3,16
04/16/2005,2005,2,4,3,16
09/17/2005,2005,3,9,3,17
09/17/2005,2005,3,9,3,17
09/17/2005,2005,3,9,3,17
10/16/2010,2010,4,10,3,16
10/16/2010,2010,4,10,3,16
09/17/2006,2006,3,9,3,17
05/29/2009,2009,2,5,4,29
05/29/2009,2009,2,5,4,29
05/29/2006,2006,2,5,4,29
02/23/2005,2005,1,2,4,23
09/17/2008,2008,3,9,3,17
04/20/2010,2010,2,4,3,20
07/17/2005,2005,3,7,3,17
12/06/2007,2007,4,12,1,6
07/17/2007,2007,3,7,3,17
07/17/2007,2007,3,7,3,17
11/12/2005,2005,4,11,2,12
04/22/2008,2008,2,4,3,22
04/22/2009,2009,2,4,3,22
04/22/2009,2009,2,4,3,22
11/12/2008,2008,4,11,2,12
11/12/2009,2009,4,11,2,12
11/12/2009,2009,4,11,2,12
11/12/2009,2009,4,11,2,12
04/22/2005,2005,2,4,3,22
07/17/2008,2008,3,7,3,17
03/07/2010,2010,1,3,1,7
03/07/2010,2010,1,3,1,7
06/21/2005,2005,2,6,3,21
06/21/2006,2006,2,6,3,21
06/21/2007,2007,2,6,3,21
06/21/2007,2007,2,6,3,21
11/17/2009,2009,4,11,3,17
07/04/2007,2007,3,7,1,4
07/25/2010,2010,3,7,4,25
07/04/2008,2008,3,7,1,4
07/04/2008,2008,3,7,1,4
06/21/2008,2008,2,6,3,21
06/21/2009,2009,2,6,3,21
06/21/2009,2009,2,6,3,21
06/21/2009,2009,2,6,3,21
06/21/2009,2009,2,6,3,21
06/21/2009,2009,2,6,3,21
09/17/2009,2009,3,9,3,17
09/17/2009,2009,3,9,3,17
10/28/2007,2007,4,10,4,28
05/24/2005,2005,2,5,4,24
07/24/2010,2010,3,7,4,24
09/17/2007,2007,3,9,3,17
09/17/2006,2006,3,9,3,17
09/17/2006,2006,3,9,3,17
09/17/2005,2005,3,9,3,17
09/17/2005,2005,3,9,3,17
03/16/2007,2007,1,3,3,16
03/16/2007,2007,1,3,3,16
02/19/2007,2007,1,2,3,19
03/16/2005,2005,1,3,3,16
03/16/2005,2005,1,3,3,16
03/16/2005,2005,1,3,3,16
03/29/2007,2007,1,3,4,29
03/29/2007,2007,1,3,4,29
05/16/2007,2007,2,5,3,16
09/17/2010,2010,3,9,3,17
03/29/2008,2008,1,3,4,29
03/29/2008,2008,1,3,4,29
03/29/2008,2008,1,3,4,29
03/29/2008,2008,1,3,4,29
03/29/2008,2008,1,3,4,29
02/19/2008,2008,1,2,3,19
01/14/2006,2006,1,1,2,14
11/05/2006,2006,4,11,1,5
07/30/2010,2010,3,7,4,30
05/03/2005,2005,2,5,1,3
11/05/2005,2005,4,11,1,5
11/05/2005,2005,4,11,1,5
11/05/2005,2005,4,11,1,5
08/23/2008,2008,3,8,4,23
08/23/2008,2008,3,8,4,23
08/23/2009,2009,3,8,4,23
08/23/2009,2009,3,8,4,23
08/23/2009,2009,3,8,4,23
06/28/2005,2005,2,6,4,28
08/23/2005,2005,3,8,4,23
08/23/2005,2005,3,8,4,23
08/23/2005,2005,3,8,4,23
06/28/2009,2009,2,6,4,28
06/28/2009,2009,2,6,4,28
03/27/2010,2010,1,3,4,27
05/03/2009,2009,2,5,1,3
12/06/2008,2008,4,12,1,6
07/01/2010,2010,3,7,1,1
07/13/2010,2010,3,7,2,13
07/13/2010,2010,3,7,2,13
05/20/2005,2005,2,5,3,20
05/20/2005,2005,2,5,3,20
06/23/2007,2007,2,6,4,23
05/20/2006,2006,2,5,3,20
02/12/2009,2009,1,2,2,12
08/16/2010,2010,3,8,3,16
04/17/2007,2007,2,4,3,17
04/17/2006,2006,2,4,3,17
02/12/2005,2005,1,2,2,12
02/12/2005,2005,1,2,2,12
02/12/2005,2005,1,2,2,12
02/12/2006,2006,1,2,2,12
02/12/2006,2006,1,2,2,12
09/06/2006,2006,3,9,1,6
09/06/2006,2006,3,9,1,6
09/23/2010,2010,3,9,4,23
05/04/2010,2010,2,5,1,4
05/21/2005,2005,2,5,3,21
05/21/2005,2005,2,5,3,21
05/21/2007,2007,2,5,3,21
05/21/2006,2006,2,5,3,21
05/21/2009,2009,2,5,3,21
05/21/2009,2009,2,5,3,21
05/21/2009,2009,2,5,3,21
05/21/2009,2009,2,5,3,21
05/21/2008,2008,2,5,3,21
05/21/2008,2008,2,5,3,21
08/22/2007,2007,3,8,3,22
08/22/2007,2007,3,8,3,22
08/22/2007,2007,3,8,3,22
08/22/2006,2006,3,8,3,22
01/29/2008,2008,1,1,4,29
05/19/2008,2008,2,5,3,19
04/19/2007,2007,2,4,3,19
05/19/2006,2006,2,5,3,19
05/19/2006,2006,2,5,3,19
11/26/2007,2007,4,11,4,26
01/29/2007,2007,1,1,4,29
01/29/2007,2007,1,1,4,29
05/19/2005,2005,2,5,3,19
05/19/2005,2005,2,5,3,19
08/22/2009,2009,3,8,3,22
08/22/2009,2009,3,8,3,22
08/22/2009,2009,3,8,3,22
08/22/2008,2008,3,8,3,22
01/12/2006,2006,1,1,2,12
01/12/2006,2006,1,1,2,12
01/12/2007,2007,1,1,2,12
06/05/2009,2009,2,6,1,5
06/05/2009,2009,2,6,1,5
06/05/2009,2009,2,6,1,5
06/05/2009,2009,2,6,1,5
06/05/2008,2008,2,6,1,5
07/04/2008,2008,3,7,1,4
06/05/2005,2005,2,6,1,5
06/05/2007,2007,2,6,1,5
06/05/2006,2006,2,6,1,5
06/05/2006,2006,2,6,1,5
07/18/2005,2005,3,7,3,18
08/16/2008,2008,3,8,3,16
05/09/2010,2010,2,5,2,9
01/28/2009,2009,1,1,4,28
01/28/2009,2009,1,1,4,28
01/28/2008,2008,1,1,4,28
01/28/2008,2008,1,1,4,28
01/28/2008,2008,1,1,4,28
01/28/2007,2007,1,1,4,28
01/28/2007,2007,1,1,4,28
01/28/2007,2007,1,1,4,28
01/28/2006,2006,1,1,4,28
01/28/2006,2006,1,1,4,28
07/18/2007,2007,3,7,3,18
07/18/2007,2007,3,7,3,18
06/29/2005,2005,2,6,4,29
08/18/2010,2010,3,8,3,18
08/18/2010,2010,3,8,3,18
08/18/2010,2010,3,8,3,18
02/23/2010,2010,1,2,4,23
06/07/2010,2010,2,6,1,7
11/11/2007,2007,4,11,2,11
11/11/2007,2007,4,11,2,11
11/11/2006,2006,4,11,2,11
11/11/2005,2005,4,11,2,11
09/17/2006,2006,3,9,3,17
09/03/2009,2009,3,9,1,3
09/03/2009,2009,3,9,1,3
09/03/2008,2008,3,9,1,3
09/03/2008,2008,3,9,1,3
09/17/2008,2008,3,9,3,17
07/30/2008,2008,3,7,4,30
07/30/2008,2008,3,7,4,30
07/30/2009,2009,3,7,4,30
07/30/2009,2009,3,7,4,30
08/28/2007,2007,3,8,4,28
08/28/2007,2007,3,8,4,28
08/28/2007,2007,3,8,4,28
08/28/2009,2009,3,8,4,28
08/28/2009,2009,3,8,4,28
08/28/2008,2008,3,8,4,28
08/28/2008,2008,3,8,4,28
07/30/2007,2007,3,7,4,30
07/30/2007,2007,3,7,4,30
07/30/2007,2007,3,7,4,30
01/29/2010,2010,1,1,4,29
10/17/2005,2005,4,10,3,17
12/04/2005,2005,4,12,1,4
04/20/2006,2006,2,4,3,20
04/20/2006,2006,2,4,3,20
04/20/2005,2005,2,4,3,20
04/20/2005,2005,2,4,3,20
06/17/2008,2008,2,6,3,17
06/17/2008,2008,2,6,3,17
04/17/2009,2009,2,4,3,17
04/20/2009,2009,2,4,3,20
04/20/2009,2009,2,4,3,20
04/20/2008,2008,2,4,3,20
04/20/2008,2008,2,4,3,20
06/17/2006,2006,2,6,3,17
03/11/2009,2009,1,3,2,11
03/11/2009,2009,1,3,2,11
03/11/2009,2009,1,3,2,11
03/11/2008,2008,1,3,2,11
03/11/2008,2008,1,3,2,11
03/11/2008,2008,1,3,2,11
06/17/2007,2007,2,6,3,17
03/11/2007,2007,1,3,2,11
12/20/2009,2009,4,12,3,20
07/26/2007,2007,3,7,4,26
07/26/2007,2007,3,7,4,26
05/22/2006,2006,2,5,3,22
05/22/2006,2006,2,5,3,22
05/22/2006,2006,2,5,3,22
05/22/2007,2007,2,5,3,22
05/22/2007,2007,2,5,3,22
05/22/2007,2007,2,5,3,22
05/22/2008,2008,2,5,3,22
05/22/2008,2008,2,5,3,22
05/22/2008,2008,2,5,3,22
09/26/2010,2010,3,9,4,26
09/13/2006,2006,3,9,2,13
09/13/2007,2007,3,9,2,13
12/02/2007,2007,4,12,1,2
04/19/2005,2005,2,4,3,19
04/19/2005,2005,2,4,3,19
09/14/2010,2010,3,9,2,14
09/14/2010,2010,3,9,2,14
09/14/2010,2010,3,9,2,14
09/14/2010,2010,3,9,2,14
05/27/2009,2009,2,5,4,27
05/27/2009,2009,2,5,4,27
04/19/2008,2008,2,4,3,19
04/19/2008,2008,2,4,3,19
05/27/2007,2007,2,5,4,27
05/27/2005,2005,2,5,4,27
05/27/2005,2005,2,5,4,27
12/02/2008,2008,4,12,1,2
12/02/2009,2009,4,12,1,2
09/13/2008,2008,3,9,2,13
09/13/2009,2009,3,9,2,13
09/13/2009,2009,3,9,2,13
09/13/2009,2009,3,9,2,13
10/05/2005,2005,4,10,1,5
10/05/2006,2006,4,10,1,5
10/05/2007,2007,4,10,1,5
12/24/2005,2005,4,12,4,24
03/01/2010,2010,1,3,1,1
03/01/2010,2010,1,3,1,1
03/13/2010,2010,1,3,2,13
03/28/2009,2009,1,3,4,28
03/28/2009,2009,1,3,4,28
03/28/2009,2009,1,3,4,28
03/06/2010,2010,1,3,1,6
08/19/2008,2008,3,8,3,19
08/19/2009,2009,3,8,3,19
08/19/2009,2009,3,8,3,19
12/23/2006,2006,4,12,4,23
12/23/2006,2006,4,12,4,23
12/23/2007,2007,4,12,4,23
12/23/2007,2007,4,12,4,23
09/25/2010,2010,3,9,4,25
12/16/2008,2008,4,12,3,16
12/16/2009,2009,4,12,3,16
07/05/2010,2010,3,7,1,5
12/16/2005,2005,4,12,3,16
12/23/2008,2008,4,12,4,23
12/23/2008,2008,4,12,4,23
12/23/2009,2009,4,12,4,23
12/23/2009,2009,4,12,4,23
08/19/2006,2006,3,8,3,19
08/26/2007,2007,3,8,4,26
10/14/2009,2009,4,10,2,14
10/14/2008,2008,4,10,2,14
10/14/2008,2008,4,10,2,14
10/14/2008,2008,4,10,2,14
05/21/2005,2005,2,5,3,21
05/21/2005,2005,2,5,3,21
05/21/2005,2005,2,5,3,21
10/14/2005,2005,4,10,2,14
05/21/2008,2008,2,5,3,21
05/21/2009,2009,2,5,3,21
05/21/2009,2009,2,5,3,21
01/15/2005,2005,1,1,2,15
09/19/2009,2009,3,9,3,19
01/17/2010,2010,1,1,3,17
01/17/2010,2010,1,1,3,17
08/27/2008,2008,3,8,4,27
03/30/2007,2007,1,3,4,30
03/30/2007,2007,1,3,4,30
05/27/2007,2007,2,5,4,27
05/27/2007,2007,2,5,4,27
05/27/2007,2007,2,5,4,27
03/30/2009,2009,1,3,4,30
03/30/2009,2009,1,3,4,30
03/30/2008,2008,1,3,4,30
09/19/2006,2006,3,9,3,19
07/27/2007,2007,3,7,4,27
05/12/2005,2005,2,5,2,12
07/27/2005,2005,3,7,4,27
07/27/2005,2005,3,7,4,27
07/27/2005,2005,3,7,4,27
03/18/2010,2010,1,3,3,18
03/18/2010,2010,1,3,3,18
03/18/2010,2010,1,3,3,18
03/18/2010,2010,1,3,3,18
04/08/2009,2009,2,4,2,8
04/08/2006,2006,2,4,2,8
05/12/2009,2009,2,5,2,12
05/25/2009,2009,2,5,4,25
11/02/2009,2009,4,11,1,2
11/02/2009,2009,4,11,1,2
11/02/2008,2008,4,11,1,2
11/02/2008,2008,4,11,1,2
06/08/2005,2005,2,6,2,8
06/08/2005,2005,2,6,2,8
11/02/2005,2005,4,11,1,2
11/02/2006,2006,4,11,1,2
11/02/2006,2006,4,11,1,2
11/02/2006,2006,4,11,1,2
07/11/2008,2008,3,7,2,11
02/25/2007,2007,1,2,4,25
02/25/2007,2007,1,2,4,25
11/26/2006,2006,4,11,4,26
01/02/2008,2008,1,1,1,2
02/16/2009,2009,1,2,3,16
04/06/2005,2005,2,4,1,6
02/16/2005,2005,1,2,3,16
02/16/2005,2005,1,2,3,16
02/16/2006,2006,1,2,3,16
02/16/2006,2006,1,2,3,16
02/16/2007,2007,1,2,3,16
01/02/2006,2006,1,1,1,2
01/02/2006,2006,1,1,1,2
10/20/2010,2010,4,10,3,20
10/20/2010,2010,4,10,3,20
04/11/2008,2008,2,4,2,11
04/11/2008,2008,2,4,2,11
05/08/2008,2008,2,5,2,8
05/27/2005,2005,2,5,4,27
05/27/2005,2005,2,5,4,27
05/27/2005,2005,2,5,4,27
07/15/2007,2007,3,7,2,15
05/08/2007,2007,2,5,2,8
05/08/2007,2007,2,5,2,8
04/11/2007,2007,2,4,2,11
04/11/2007,2007,2,4,2,11
05/08/2005,2005,2,5,2,8
12/20/2005,2005,4,12,3,20
12/17/2006,2006,4,12,3,17
12/20/2009,2009,4,12,3,20
12/24/2008,2008,4,12,4,24
12/24/2009,2009,4,12,4,24
09/20/2007,2007,3,9,3,20
06/14/2010,2010,2,6,2,14
06/14/2010,2010,2,6,2,14
09/20/2009,2009,3,9,3,20
09/20/2008,2008,3,9,3,20
04/23/2008,2008,2,4,4,23
12/24/2007,2007,4,12,4,24
12/24/2007,2007,4,12,4,24
03/07/2006,2006,1,3,1,7
03/07/2006,2006,1,3,1,7
03/07/2007,2007,1,3,1,7
04/06/2008,2008,2,4,1,6
04/06/2008,2008,2,4,1,6
05/22/2010,2010,2,5,3,22
03/07/2008,2008,1,3,1,7
03/07/2008,2008,1,3,1,7
07/08/2008,2008,3,7,2,8
07/08/2008,2008,3,7,2,8
07/26/2010,2010,3,7,4,26
07/26/2010,2010,3,7,4,26
03/09/2010,2010,1,3,2,9
03/09/2010,2010,1,3,2,9
08/19/2009,2009,3,8,3,19
06/12/2005,2005,2,6,2,12
08/19/2005,2005,3,8,3,19
08/19/2005,2005,3,8,3,19
08/19/2005,2005,3,8,3,19
08/19/2006,2006,3,8,3,19
08/19/2006,2006,3,8,3,19
08/04/2005,2005,3,8,1,4
01/27/2009,2009,1,1,4,27
01/27/2009,2009,1,1,4,27
01/01/2006,2006,1,1,1,1
01/01/2006,2006,1,1,1,1
01/01/2005,2005,1,1,1,1
01/01/2008,2008,1,1,1,1
10/15/2007,2007,4,10,2,15
07/01/2008,2008,3,7,1,1
05/01/2008,2008,2,5,1,1
10/23/2010,2010,4,10,4,23
10/23/2010,2010,4,10,4,23
07/01/2005,2005,3,7,1,1
07/01/2005,2005,3,7,1,1
07/01/2005,2005,3,7,1,1
03/02/2009,2009,1,3,1,2
03/02/2009,2009,1,3,1,2
05/17/2006,2006,2,5,3,17
10/10/2008,2008,4,10,2,10
11/22/2008,2008,4,11,3,22
05/17/2008,2008,2,5,3,17
05/17/2008,2008,2,5,3,17
05/17/2008,2008,2,5,3,17
05/17/2009,2009,2,5,3,17
05/17/2009,2009,2,5,3,17
07/09/2007,2007,3,7,2,9
07/09/2007,2007,3,7,2,9
11/01/2007,2007,4,11,1,1
11/01/2007,2007,4,11,1,1
11/01/2005,2005,4,11,1,1
09/10/2007,2007,3,9,2,10
09/10/2007,2007,3,9,2,10
01/05/2010,2010,1,1,1,5
01/05/2010,2010,1,1,1,5
01/05/2010,2010,1,1,1,5
09/10/2006,2006,3,9,2,10
09/10/2006,2006,3,9,2,10
11/01/2008,2008,4,11,1,1
11/01/2008,2008,4,11,1,1
11/01/2009,2009,4,11,1,1
11/01/2009,2009,4,11,1,1
07/30/2006,2006,3,7,4,30
10/04/2009,2009,4,10,1,4
10/04/2008,2008,4,10,1,4
10/04/2008,2008,4,10,1,4
11/22/2005,2005,4,11,3,22
11/22/2005,2005,4,11,3,22
11/22/2005,2005,4,11,3,22
11/22/2005,2005,4,11,3,22
10/04/2007,2007,4,10,1,4
10/04/2006,2006,4,10,1,4
10/04/2006,2006,4,10,1,4
10/04/2006,2006,4,10,1,4
10/04/2005,2005,4,10,1,4
04/11/2006,2006,2,4,2,11
07/24/2006,2006,3,7,4,24
07/24/2006,2006,3,7,4,24
12/23/2007,2007,4,12,4,23
02/21/2009,2009,1,2,3,21
02/21/2009,2009,1,2,3,21
02/02/2009,2009,1,2,1,2
10/31/2008,2008,4,10,4,31
10/31/2008,2008,4,10,4,31
07/15/2005,2005,3,7,2,15
07/15/2006,2006,3,7,2,15
07/15/2007,2007,3,7,2,15
12/27/2009,2009,4,12,4,27
12/27/2009,2009,4,12,4,27
12/27/2009,2009,4,12,4,27
07/15/2009,2009,3,7,2,15
09/28/2009,2009,3,9,4,28
10/31/2007,2007,4,10,4,31
10/31/2007,2007,4,10,4,31
10/31/2007,2007,4,10,4,31
10/31/2006,2006,4,10,4,31
06/15/2006,2006,2,6,2,15
01/07/2007,2007,1,1,1,7
01/07/2005,2005,1,1,1,7
07/04/2010,2010,3,7,1,4
04/14/2009,2009,2,4,2,14
04/14/2009,2009,2,4,2,14
04/14/2009,2009,2,4,2,14
01/07/2008,2008,1,1,1,7
01/07/2008,2008,1,1,1,7
01/07/2008,2008,1,1,1,7
01/07/2008,2008,1,1,1,7
12/24/2008,2008,4,12,4,24
01/08/2006,2006,1,1,2,8
01/08/2006,2006,1,1,2,8
01/08/2005,2005,1,1,2,8
11/08/2005,2005,4,11,2,8
01/08/2009,2009,1,1,2,8
01/08/2009,2009,1,1,2,8
12/03/2005,2005,4,12,1,3
06/14/2008,2008,2,6,2,14
06/14/2008,2008,2,6,2,14
12/03/2006,2006,4,12,1,3
04/16/2010,2010,2,4,3,16
04/16/2010,2010,2,4,3,16
08/31/2005,2005,3,8,4,31
02/21/2006,2006,1,2,3,21
03/29/2005,2005,1,3,4,29
07/06/2007,2007,3,7,1,6
07/06/2006,2006,3,7,1,6
07/06/2006,2006,3,7,1,6
07/06/2005,2005,3,7,1,6
05/03/2007,2007,2,5,1,3
10/19/2007,2007,4,10,3,19
07/07/2010,2010,3,7,1,7
03/14/2007,2007,1,3,2,14
03/14/2007,2007,1,3,2,14
04/13/2008,2008,2,4,2,13
04/13/2008,2008,2,4,2,13
04/13/2009,2009,2,4,2,13
04/13/2007,2007,2,4,2,13
04/13/2007,2007,2,4,2,13
11/14/2005,2005,4,11,2,14
11/14/2005,2005,4,11,2,14
11/14/2005,2005,4,11,2,14
08/10/2008,2008,3,8,2,10
08/10/2008,2008,3,8,2,10
08/10/2008,2008,3,8,2,10
08/10/2008,2008,3,8,2,10
08/12/2006,2006,3,8,2,12
08/12/2006,2006,3,8,2,12
06/30/2007,2007,2,6,4,30
06/30/2007,2007,2,6,4,30
06/30/2007,2007,2,6,4,30
08/10/2010,2010,3,8,2,10
06/30/2009,2009,2,6,4,30
08/09/2008,2008,3,8,2,9
08/09/2008,2008,3,8,2,9
03/01/2005,2005,1,3,1,1
03/01/2005,2005,1,3,1,1
03/01/2005,2005,1,3,1,1
03/01/2007,2007,1,3,1,1
03/01/2007,2007,1,3,1,1
03/01/2006,2006,1,3,1,1
04/17/2009,2009,2,4,3,17
04/17/2008,2008,2,4,3,17
04/17/2008,2008,2,4,3,17
04/17/2008,2008,2,4,3,17
10/20/2005,2005,4,10,3,20
10/20/2005,2005,4,10,3,20
03/14/2008,2008,1,3,2,14
04/17/2007,2007,2,4,3,17
04/17/2006,2006,2,4,3,17
02/03/2007,2007,1,2,1,3
07/02/2005,2005,3,7,1,2
07/02/2005,2005,3,7,1,2
07/02/2009,2009,3,7,1,2
07/02/2009,2009,3,7,1,2
07/02/2008,2008,3,7,1,2
12/14/2009,2009,4,12,2,14
12/14/2009,2009,4,12,2,14
12/14/2008,2008,4,12,2,14
12/14/2008,2008,4,12,2,14
12/14/2008,2008,4,12,2,14
12/14/2008,2008,4,12,2,14
02/13/2009,2009,1,2,2,13
02/13/2008,2008,1,2,2,13
12/14/2005,2005,4,12,2,14
03/04/2010,2010,1,3,1,4
12/14/2006,2006,4,12,2,14
12/14/2006,2006,4,12,2,14
09/29/2005,2005,3,9,4,29
09/29/2006,2006,3,9,4,29
09/29/2006,2006,3,9,4,29
09/29/2007,2007,3,9,4,29
09/29/2007,2007,3,9,4,29
06/02/2010,2010,2,6,1,2
06/02/2010,2010,2,6,1,2
06/02/2010,2010,2,6,1,2
05/19/2008,2008,2,5,3,19
05/19/2008,2008,2,5,3,19
10/07/2009,2009,4,10,1,7
09/29/2008,2008,3,9,4,29
09/29/2008,2008,3,9,4,29
09/29/2009,2009,3,9,4,29
09/29/2008,2008,3,9,4,29
01/23/2010,2010,1,1,4,23
10/28/2006,2006,4,10,4,28
10/28/2007,2007,4,10,4,28
10/28/2007,2007,4,10,4,28
02/29/2008,2008,1,2,4,29
02/29/2008,2008,1,2,4,29
03/07/2010,2010,1,3,1,7
03/07/2010,2010,1,3,1,7
04/03/2006,2006,2,4,1,3
04/03/2005,2005,2,4,1,3
04/24/2007,2007,2,4,4,24
