OrderDate_SK,orderDate,Order_Year,Order_Month,Order_Quarter,Order_Week,Order_Fiscal_Year,Order_Fiscal_Quarter,Order_Fiscal_Month,Order_Fiscal_Week
5394,01/01/06,2006,1,1,1,2006.0,4.0,10.0,41.0
5395,01/02/06,2006,1,1,1,2006.0,4.0,10.0,41.0
5396,01/03/06,2006,1,1,1,2006.0,4.0,10.0,41.0
5397,01/04/06,2006,1,1,1,2006.0,4.0,10.0,41.0
5398,01/05/06,2006,1,1,1,2006.0,4.0,10.0,41.0
5399,01/06/06,2006,1,1,1,2006.0,4.0,10.0,41.0
5400,01/07/06,2006,1,1,1,2006.0,4.0,10.0,41.0
5401,01/08/06,2006,1,1,2,2006.0,4.0,10.0,42.0
5402,01/09/06,2006,1,1,2,2006.0,4.0,10.0,42.0
5403,01/10/06,2006,1,1,2,2006.0,4.0,10.0,42.0
5404,01/11/06,2006,1,1,2,2006.0,4.0,10.0,42.0
5405,01/12/06,2006,1,1,2,2006.0,4.0,10.0,42.0
5406,01/13/06,2006,1,1,2,2006.0,4.0,10.0,42.0
5407,01/14/06,2006,1,1,2,2006.0,4.0,10.0,42.0
5408,01/15/06,2006,1,1,3,2006.0,4.0,10.0,43.0
5409,01/16/06,2006,1,1,3,2006.0,4.0,10.0,43.0
5410,01/17/06,2006,1,1,3,2006.0,4.0,10.0,43.0
5411,01/18/06,2006,1,1,3,2006.0,4.0,10.0,43.0
5412,01/19/06,2006,1,1,3,2006.0,4.0,10.0,43.0
5413,01/20/06,2006,1,1,3,2006.0,4.0,10.0,43.0
5414,01/21/06,2006,1,1,3,2006.0,4.0,10.0,43.0
5415,01/22/06,2006,1,1,4,2006.0,4.0,10.0,44.0
5416,01/23/06,2006,1,1,4,2006.0,4.0,10.0,44.0
5417,01/24/06,2006,1,1,4,2006.0,4.0,10.0,44.0
5418,01/25/06,2006,1,1,4,2006.0,4.0,10.0,44.0
5419,01/26/06,2006,1,1,4,2006.0,4.0,10.0,44.0
5420,01/27/06,2006,1,1,4,2006.0,4.0,10.0,44.0
5421,01/28/06,2006,1,1,4,2006.0,4.0,10.0,44.0
5422,01/29/06,2006,1,1,5,2006.0,4.0,10.0,45.0
5423,01/30/06,2006,1,1,5,2006.0,4.0,10.0,45.0
5424,01/31/06,2006,1,1,5,2006.0,4.0,10.0,45.0
5425,02/01/06,2006,2,1,5,2006.0,4.0,11.0,45.0
5426,02/02/06,2006,2,1,5,2006.0,4.0,11.0,45.0
5427,02/03/06,2006,2,1,5,2006.0,4.0,11.0,45.0
5428,02/04/06,2006,2,1,5,2006.0,4.0,11.0,45.0
5429,02/05/06,2006,2,1,6,2006.0,4.0,11.0,46.0
5430,02/06/06,2006,2,1,6,2006.0,4.0,11.0,46.0
5431,02/07/06,2006,2,1,6,2006.0,4.0,11.0,46.0
5432,02/08/06,2006,2,1,6,2006.0,4.0,11.0,46.0
5433,02/09/06,2006,2,1,6,2006.0,4.0,11.0,46.0
5434,02/10/06,2006,2,1,6,2006.0,4.0,11.0,46.0
5435,02/11/06,2006,2,1,6,2006.0,4.0,11.0,46.0
5436,02/12/06,2006,2,1,7,2006.0,4.0,11.0,47.0
5437,02/13/06,2006,2,1,7,2006.0,4.0,11.0,47.0
5438,02/14/06,2006,2,1,7,2006.0,4.0,11.0,47.0
5439,02/15/06,2006,2,1,7,2006.0,4.0,11.0,47.0
5440,02/16/06,2006,2,1,7,2006.0,4.0,11.0,47.0
5441,02/17/06,2006,2,1,7,2006.0,4.0,11.0,47.0
5442,02/18/06,2006,2,1,7,2006.0,4.0,11.0,47.0
5443,02/19/06,2006,2,1,8,2006.0,4.0,11.0,48.0
5444,02/20/06,2006,2,1,8,2006.0,4.0,11.0,48.0
5445,02/21/06,2006,2,1,8,2006.0,4.0,11.0,48.0
5446,02/22/06,2006,2,1,8,2006.0,4.0,11.0,48.0
5447,02/23/06,2006,2,1,8,2006.0,4.0,11.0,48.0
5448,02/24/06,2006,2,1,8,2006.0,4.0,11.0,48.0
5449,02/25/06,2006,2,1,8,2006.0,4.0,11.0,48.0
5450,02/26/06,2006,2,1,9,2006.0,4.0,11.0,49.0
5451,02/27/06,2006,2,1,9,2006.0,4.0,11.0,49.0
5452,02/28/06,2006,2,1,9,2006.0,4.0,11.0,49.0
5453,03/01/06,2006,3,1,9,2006.0,4.0,12.0,49.0
5454,03/02/06,2006,3,1,9,2006.0,4.0,12.0,49.0
5455,03/03/06,2006,3,1,9,2006.0,4.0,12.0,49.0
5456,03/04/06,2006,3,1,9,2006.0,4.0,12.0,49.0
5457,03/05/06,2006,3,1,10,2006.0,4.0,12.0,50.0
5458,03/06/06,2006,3,1,10,2006.0,4.0,12.0,50.0
5459,03/07/06,2006,3,1,10,2006.0,4.0,12.0,50.0
5460,03/08/06,2006,3,1,10,2006.0,4.0,12.0,50.0
5461,03/09/06,2006,3,1,10,2006.0,4.0,12.0,50.0
5462,03/10/06,2006,3,1,10,2006.0,4.0,12.0,50.0
5463,03/11/06,2006,3,1,10,2006.0,4.0,12.0,50.0
5464,03/12/06,2006,3,1,11,2006.0,4.0,12.0,51.0
5465,03/13/06,2006,3,1,11,2006.0,4.0,12.0,51.0
5466,03/14/06,2006,3,1,11,2006.0,4.0,12.0,51.0
5467,03/15/06,2006,3,1,11,2006.0,4.0,12.0,51.0
5468,03/16/06,2006,3,1,11,2006.0,4.0,12.0,51.0
5469,03/17/06,2006,3,1,11,2006.0,4.0,12.0,51.0
5470,03/18/06,2006,3,1,11,2006.0,4.0,12.0,51.0
5471,03/19/06,2006,3,1,12,2006.0,4.0,12.0,52.0
5472,03/20/06,2006,3,1,12,2006.0,4.0,12.0,52.0
5473,03/21/06,2006,3,1,12,2006.0,4.0,12.0,52.0
5474,03/22/06,2006,3,1,12,2006.0,4.0,12.0,52.0
5475,03/23/06,2006,3,1,12,2006.0,4.0,12.0,52.0
5476,03/24/06,2006,3,1,12,2006.0,4.0,12.0,52.0
5477,03/25/06,2006,3,1,12,2006.0,4.0,12.0,52.0
5478,03/26/06,2006,3,1,13,2006.0,4.0,12.0,1.0
5479,03/27/06,2006,3,1,13,2006.0,4.0,12.0,1.0
5480,03/28/06,2006,3,1,13,2006.0,4.0,12.0,1.0
5481,03/29/06,2006,3,1,13,2006.0,4.0,12.0,1.0
5482,03/30/06,2006,3,1,13,2006.0,4.0,12.0,1.0
5483,03/31/06,2006,3,1,13,2006.0,4.0,12.0,1.0
5484,04/01/06,2006,4,2,13,2006.0,1.0,1.0,1.0
5485,04/02/06,2006,4,2,14,2006.0,1.0,1.0,2.0
5486,04/03/06,2006,4,2,14,2006.0,1.0,1.0,2.0
5487,04/04/06,2006,4,2,14,2006.0,1.0,1.0,2.0
5488,04/05/06,2006,4,2,14,2006.0,1.0,1.0,2.0
5489,04/06/06,2006,4,2,14,2006.0,1.0,1.0,2.0
5490,04/07/06,2006,4,2,14,2006.0,1.0,1.0,2.0
5491,04/08/06,2006,4,2,14,2006.0,1.0,1.0,2.0
5492,04/09/06,2006,4,2,15,2006.0,1.0,1.0,3.0
5493,04/10/06,2006,4,2,15,2006.0,1.0,1.0,3.0
5494,04/11/06,2006,4,2,15,2006.0,1.0,1.0,3.0
5495,04/12/06,2006,4,2,15,2006.0,1.0,1.0,3.0
5496,04/13/06,2006,4,2,15,2006.0,1.0,1.0,3.0
5497,04/14/06,2006,4,2,15,2006.0,1.0,1.0,3.0
5498,04/15/06,2006,4,2,15,2006.0,1.0,1.0,3.0
5499,04/16/06,2006,4,2,16,2006.0,1.0,1.0,4.0
5500,04/17/06,2006,4,2,16,2006.0,1.0,1.0,4.0
5501,04/18/06,2006,4,2,16,2006.0,1.0,1.0,4.0
5502,04/19/06,2006,4,2,16,2006.0,1.0,1.0,4.0
5503,04/20/06,2006,4,2,16,2006.0,1.0,1.0,4.0
5504,04/21/06,2006,4,2,16,2006.0,1.0,1.0,4.0
5505,04/22/06,2006,4,2,16,2006.0,1.0,1.0,4.0
5506,04/23/06,2006,4,2,17,2006.0,1.0,1.0,5.0
5507,04/24/06,2006,4,2,17,2006.0,1.0,1.0,5.0
5508,04/25/06,2006,4,2,17,2006.0,1.0,1.0,5.0
5509,04/26/06,2006,4,2,17,2006.0,1.0,1.0,5.0
5510,04/27/06,2006,4,2,17,2006.0,1.0,1.0,5.0
5511,04/28/06,2006,4,2,17,2006.0,1.0,1.0,5.0
5512,04/29/06,2006,4,2,17,2006.0,1.0,1.0,5.0
5513,04/30/06,2006,4,2,18,2006.0,1.0,1.0,6.0
5514,05/01/06,2006,5,2,18,2006.0,1.0,2.0,6.0
5515,05/02/06,2006,5,2,18,2006.0,1.0,2.0,6.0
5516,05/03/06,2006,5,2,18,2006.0,1.0,2.0,6.0
5517,05/04/06,2006,5,2,18,2006.0,1.0,2.0,6.0
5518,05/05/06,2006,5,2,18,2006.0,1.0,2.0,6.0
5519,05/06/06,2006,5,2,18,2006.0,1.0,2.0,6.0
5520,05/07/06,2006,5,2,19,2006.0,1.0,2.0,7.0
5521,05/08/06,2006,5,2,19,2006.0,1.0,2.0,7.0
5522,05/09/06,2006,5,2,19,2006.0,1.0,2.0,7.0
5523,05/10/06,2006,5,2,19,2006.0,1.0,2.0,7.0
5524,05/11/06,2006,5,2,19,2006.0,1.0,2.0,7.0
5525,05/12/06,2006,5,2,19,2006.0,1.0,2.0,7.0
5526,05/13/06,2006,5,2,19,2006.0,1.0,2.0,7.0
5527,05/14/06,2006,5,2,20,2006.0,1.0,2.0,8.0
5528,05/15/06,2006,5,2,20,2006.0,1.0,2.0,8.0
5529,05/16/06,2006,5,2,20,2006.0,1.0,2.0,8.0
5530,05/17/06,2006,5,2,20,2006.0,1.0,2.0,8.0
5531,05/18/06,2006,5,2,20,2006.0,1.0,2.0,8.0
5532,05/19/06,2006,5,2,20,2006.0,1.0,2.0,8.0
5533,05/20/06,2006,5,2,20,2006.0,1.0,2.0,8.0
5534,05/21/06,2006,5,2,21,2006.0,1.0,2.0,9.0
5535,05/22/06,2006,5,2,21,2006.0,1.0,2.0,9.0
5536,05/23/06,2006,5,2,21,2006.0,1.0,2.0,9.0
5537,05/24/06,2006,5,2,21,2006.0,1.0,2.0,9.0
5538,05/25/06,2006,5,2,21,2006.0,1.0,2.0,9.0
5539,05/26/06,2006,5,2,21,2006.0,1.0,2.0,9.0
5540,05/27/06,2006,5,2,21,2006.0,1.0,2.0,9.0
5541,05/28/06,2006,5,2,22,2006.0,1.0,2.0,10.0
5542,05/29/06,2006,5,2,22,2006.0,1.0,2.0,10.0
5543,05/30/06,2006,5,2,22,2006.0,1.0,2.0,10.0
5544,05/31/06,2006,5,2,22,2006.0,1.0,2.0,10.0
5545,06/01/06,2006,6,2,22,2006.0,1.0,3.0,10.0
5546,06/02/06,2006,6,2,22,2006.0,1.0,3.0,10.0
5547,06/03/06,2006,6,2,22,2006.0,1.0,3.0,10.0
5548,06/04/06,2006,6,2,23,2006.0,1.0,3.0,11.0
5549,06/05/06,2006,6,2,23,2006.0,1.0,3.0,11.0
5550,06/06/06,2006,6,2,23,2006.0,1.0,3.0,11.0
5551,06/07/06,2006,6,2,23,2006.0,1.0,3.0,11.0
5552,06/08/06,2006,6,2,23,2006.0,1.0,3.0,11.0
5553,06/09/06,2006,6,2,23,2006.0,1.0,3.0,11.0
5554,06/10/06,2006,6,2,23,2006.0,1.0,3.0,11.0
5555,06/11/06,2006,6,2,24,2006.0,1.0,3.0,12.0
5556,06/12/06,2006,6,2,24,2006.0,1.0,3.0,12.0
5557,06/13/06,2006,6,2,24,2006.0,1.0,3.0,12.0
5558,06/14/06,2006,6,2,24,2006.0,1.0,3.0,12.0
5559,06/15/06,2006,6,2,24,2006.0,1.0,3.0,12.0
5560,06/16/06,2006,6,2,24,2006.0,1.0,3.0,12.0
5561,06/17/06,2006,6,2,24,2006.0,1.0,3.0,12.0
5562,06/18/06,2006,6,2,25,2006.0,1.0,3.0,13.0
5563,06/19/06,2006,6,2,25,2006.0,1.0,3.0,13.0
5564,06/20/06,2006,6,2,25,2006.0,1.0,3.0,13.0
5565,06/21/06,2006,6,2,25,2006.0,1.0,3.0,13.0
5566,06/22/06,2006,6,2,25,2006.0,1.0,3.0,13.0
5567,06/23/06,2006,6,2,25,2006.0,1.0,3.0,13.0
5568,06/24/06,2006,6,2,25,2006.0,1.0,3.0,13.0
5569,06/25/06,2006,6,2,26,2006.0,1.0,3.0,14.0
5570,06/26/06,2006,6,2,26,2006.0,1.0,3.0,14.0
5571,06/27/06,2006,6,2,26,2006.0,1.0,3.0,14.0
5572,06/28/06,2006,6,2,26,2006.0,1.0,3.0,14.0
5573,06/29/06,2006,6,2,26,2006.0,1.0,3.0,14.0
5574,06/30/06,2006,6,2,26,2006.0,1.0,3.0,14.0
5575,07/01/06,2006,7,3,26,2006.0,2.0,4.0,14.0
5576,07/02/06,2006,7,3,27,2006.0,2.0,4.0,15.0
5577,07/03/06,2006,7,3,27,2006.0,2.0,4.0,15.0
5578,07/04/06,2006,7,3,27,2006.0,2.0,4.0,15.0
5579,07/05/06,2006,7,3,27,2006.0,2.0,4.0,15.0
5580,07/06/06,2006,7,3,27,2006.0,2.0,4.0,15.0
5581,07/07/06,2006,7,3,27,2006.0,2.0,4.0,15.0
5582,07/08/06,2006,7,3,27,2006.0,2.0,4.0,15.0
5583,07/09/06,2006,7,3,28,2006.0,2.0,4.0,16.0
5584,07/10/06,2006,7,3,28,2006.0,2.0,4.0,16.0
5585,07/11/06,2006,7,3,28,2006.0,2.0,4.0,16.0
5586,07/12/06,2006,7,3,28,2006.0,2.0,4.0,16.0
5587,07/13/06,2006,7,3,28,2006.0,2.0,4.0,16.0
5588,07/14/06,2006,7,3,28,2006.0,2.0,4.0,16.0
5589,07/15/06,2006,7,3,28,2006.0,2.0,4.0,16.0
5590,07/16/06,2006,7,3,29,2006.0,2.0,4.0,17.0
5591,07/17/06,2006,7,3,29,2006.0,2.0,4.0,17.0
5592,07/18/06,2006,7,3,29,2006.0,2.0,4.0,17.0
5593,07/19/06,2006,7,3,29,2006.0,2.0,4.0,17.0
5594,07/20/06,2006,7,3,29,2006.0,2.0,4.0,17.0
5595,07/21/06,2006,7,3,29,2006.0,2.0,4.0,17.0
5596,07/22/06,2006,7,3,29,2006.0,2.0,4.0,17.0
5597,07/23/06,2006,7,3,30,2006.0,2.0,4.0,18.0
5598,07/24/06,2006,7,3,30,2006.0,2.0,4.0,18.0
5599,07/25/06,2006,7,3,30,2006.0,2.0,4.0,18.0
5600,07/26/06,2006,7,3,30,2006.0,2.0,4.0,18.0
5601,07/27/06,2006,7,3,30,2006.0,2.0,4.0,18.0
5602,07/28/06,2006,7,3,30,2006.0,2.0,4.0,18.0
5603,07/29/06,2006,7,3,30,2006.0,2.0,4.0,18.0
5604,07/30/06,2006,7,3,31,2006.0,2.0,4.0,19.0
5605,07/31/06,2006,7,3,31,2006.0,2.0,4.0,19.0
5606,08/01/06,2006,8,3,31,2006.0,2.0,5.0,19.0
5607,08/02/06,2006,8,3,31,2006.0,2.0,5.0,19.0
5608,08/03/06,2006,8,3,31,2006.0,2.0,5.0,19.0
5609,08/04/06,2006,8,3,31,2006.0,2.0,5.0,19.0
5610,08/05/06,2006,8,3,31,2006.0,2.0,5.0,19.0
5611,08/06/06,2006,8,3,32,2006.0,2.0,5.0,20.0
5612,08/07/06,2006,8,3,32,2006.0,2.0,5.0,20.0
5613,08/08/06,2006,8,3,32,2006.0,2.0,5.0,20.0
5614,08/09/06,2006,8,3,32,2006.0,2.0,5.0,20.0
5615,08/10/06,2006,8,3,32,2006.0,2.0,5.0,20.0
5616,08/11/06,2006,8,3,32,2006.0,2.0,5.0,20.0
5617,08/12/06,2006,8,3,32,2006.0,2.0,5.0,20.0
5618,08/13/06,2006,8,3,33,2006.0,2.0,5.0,21.0
5619,08/14/06,2006,8,3,33,2006.0,2.0,5.0,21.0
5620,08/15/06,2006,8,3,33,2006.0,2.0,5.0,21.0
5621,08/16/06,2006,8,3,33,2006.0,2.0,5.0,21.0
5622,08/17/06,2006,8,3,33,2006.0,2.0,5.0,21.0
5623,08/18/06,2006,8,3,33,2006.0,2.0,5.0,21.0
5624,08/19/06,2006,8,3,33,2006.0,2.0,5.0,21.0
5625,08/20/06,2006,8,3,34,2006.0,2.0,5.0,22.0
5626,08/21/06,2006,8,3,34,2006.0,2.0,5.0,22.0
5627,08/22/06,2006,8,3,34,2006.0,2.0,5.0,22.0
5628,08/23/06,2006,8,3,34,2006.0,2.0,5.0,22.0
5629,08/24/06,2006,8,3,34,2006.0,2.0,5.0,22.0
5630,08/25/06,2006,8,3,34,2006.0,2.0,5.0,22.0
5631,08/26/06,2006,8,3,34,2006.0,2.0,5.0,22.0
5632,08/27/06,2006,8,3,35,2006.0,2.0,5.0,23.0
5633,08/28/06,2006,8,3,35,2006.0,2.0,5.0,23.0
5634,08/29/06,2006,8,3,35,2006.0,2.0,5.0,23.0
5635,08/30/06,2006,8,3,35,2006.0,2.0,5.0,23.0
5636,08/31/06,2006,8,3,35,2006.0,2.0,5.0,23.0
5637,09/01/06,2006,9,3,35,2006.0,2.0,6.0,23.0
5638,09/02/06,2006,9,3,35,2006.0,2.0,6.0,23.0
5639,09/03/06,2006,9,3,36,2006.0,2.0,6.0,24.0
5640,09/04/06,2006,9,3,36,2006.0,2.0,6.0,24.0
5641,09/05/06,2006,9,3,36,2006.0,2.0,6.0,24.0
5642,09/06/06,2006,9,3,36,2006.0,2.0,6.0,24.0
5643,09/07/06,2006,9,3,36,2006.0,2.0,6.0,24.0
5644,09/08/06,2006,9,3,36,2006.0,2.0,6.0,24.0
5645,09/09/06,2006,9,3,36,2006.0,2.0,6.0,24.0
5646,09/10/06,2006,9,3,37,2006.0,2.0,6.0,25.0
5647,09/11/06,2006,9,3,37,2006.0,2.0,6.0,25.0
5648,09/12/06,2006,9,3,37,2006.0,2.0,6.0,25.0
5649,09/13/06,2006,9,3,37,2006.0,2.0,6.0,25.0
5650,09/14/06,2006,9,3,37,2006.0,2.0,6.0,25.0
5651,09/15/06,2006,9,3,37,2006.0,2.0,6.0,25.0
5652,09/16/06,2006,9,3,37,2006.0,2.0,6.0,25.0
5653,09/17/06,2006,9,3,38,2006.0,2.0,6.0,26.0
5654,09/18/06,2006,9,3,38,2006.0,2.0,6.0,26.0
5655,09/19/06,2006,9,3,38,2006.0,2.0,6.0,26.0
5656,09/20/06,2006,9,3,38,2006.0,2.0,6.0,26.0
5657,09/21/06,2006,9,3,38,2006.0,2.0,6.0,26.0
5658,09/22/06,2006,9,3,38,2006.0,2.0,6.0,26.0
5659,09/23/06,2006,9,3,38,2006.0,2.0,6.0,26.0
5660,09/24/06,2006,9,3,39,2006.0,2.0,6.0,27.0
5661,09/25/06,2006,9,3,39,2006.0,2.0,6.0,27.0
5662,09/26/06,2006,9,3,39,2006.0,2.0,6.0,27.0
5663,09/27/06,2006,9,3,39,2006.0,2.0,6.0,27.0
5664,09/28/06,2006,9,3,39,2006.0,2.0,6.0,27.0
5665,09/29/06,2006,9,3,39,2006.0,2.0,6.0,27.0
5666,09/30/06,2006,9,3,39,2006.0,2.0,6.0,27.0
5667,10/01/06,2006,10,4,40,2006.0,3.0,7.0,28.0
5668,10/02/06,2006,10,4,40,2006.0,3.0,7.0,28.0
5669,10/03/06,2006,10,4,40,2006.0,3.0,7.0,28.0
5670,10/04/06,2006,10,4,40,2006.0,3.0,7.0,28.0
5671,10/05/06,2006,10,4,40,2006.0,3.0,7.0,28.0
5672,10/06/06,2006,10,4,40,2006.0,3.0,7.0,28.0
5673,10/07/06,2006,10,4,40,2006.0,3.0,7.0,28.0
5674,10/08/06,2006,10,4,41,2006.0,3.0,7.0,29.0
5675,10/09/06,2006,10,4,41,2006.0,3.0,7.0,29.0
5676,10/10/06,2006,10,4,41,2006.0,3.0,7.0,29.0
5677,10/11/06,2006,10,4,41,2006.0,3.0,7.0,29.0
5678,10/12/06,2006,10,4,41,2006.0,3.0,7.0,29.0
5679,10/13/06,2006,10,4,41,2006.0,3.0,7.0,29.0
5680,10/14/06,2006,10,4,41,2006.0,3.0,7.0,29.0
5681,10/15/06,2006,10,4,42,2006.0,3.0,7.0,30.0
5682,10/16/06,2006,10,4,42,2006.0,3.0,7.0,30.0
5683,10/17/06,2006,10,4,42,2006.0,3.0,7.0,30.0
5684,10/18/06,2006,10,4,42,2006.0,3.0,7.0,30.0
5685,10/19/06,2006,10,4,42,2006.0,3.0,7.0,30.0
5686,10/20/06,2006,10,4,42,2006.0,3.0,7.0,30.0
5687,10/21/06,2006,10,4,42,2006.0,3.0,7.0,30.0
5688,10/22/06,2006,10,4,43,2006.0,3.0,7.0,31.0
5689,10/23/06,2006,10,4,43,2006.0,3.0,7.0,31.0
5690,10/24/06,2006,10,4,43,2006.0,3.0,7.0,31.0
5691,10/25/06,2006,10,4,43,2006.0,3.0,7.0,31.0
5692,10/26/06,2006,10,4,43,2006.0,3.0,7.0,31.0
5693,10/27/06,2006,10,4,43,2006.0,3.0,7.0,31.0
5694,10/28/06,2006,10,4,43,2006.0,3.0,7.0,31.0
5695,10/29/06,2006,10,4,44,2006.0,3.0,7.0,32.0
5696,10/30/06,2006,10,4,44,2006.0,3.0,7.0,32.0
5697,10/31/06,2006,10,4,44,2006.0,3.0,7.0,32.0
5698,11/01/06,2006,11,4,44,2006.0,3.0,8.0,32.0
5699,11/02/06,2006,11,4,44,2006.0,3.0,8.0,32.0
5700,11/03/06,2006,11,4,44,2006.0,3.0,8.0,32.0
5701,11/04/06,2006,11,4,44,2006.0,3.0,8.0,32.0
5702,11/05/06,2006,11,4,45,2006.0,3.0,8.0,33.0
5703,11/06/06,2006,11,4,45,2006.0,3.0,8.0,33.0
5704,11/07/06,2006,11,4,45,2006.0,3.0,8.0,33.0
5705,11/08/06,2006,11,4,45,2006.0,3.0,8.0,33.0
5706,11/09/06,2006,11,4,45,2006.0,3.0,8.0,33.0
5707,11/10/06,2006,11,4,45,2006.0,3.0,8.0,33.0
5708,11/11/06,2006,11,4,45,2006.0,3.0,8.0,33.0
5709,11/12/06,2006,11,4,46,2006.0,3.0,8.0,34.0
5710,11/13/06,2006,11,4,46,2006.0,3.0,8.0,34.0
5711,11/14/06,2006,11,4,46,2006.0,3.0,8.0,34.0
5712,11/15/06,2006,11,4,46,2006.0,3.0,8.0,34.0
5713,11/16/06,2006,11,4,46,2006.0,3.0,8.0,34.0
5714,11/17/06,2006,11,4,46,2006.0,3.0,8.0,34.0
5715,11/18/06,2006,11,4,46,2006.0,3.0,8.0,34.0
5716,11/19/06,2006,11,4,47,2006.0,3.0,8.0,35.0
5717,11/20/06,2006,11,4,47,2006.0,3.0,8.0,35.0
5718,11/21/06,2006,11,4,47,2006.0,3.0,8.0,35.0
5719,11/22/06,2006,11,4,47,2006.0,3.0,8.0,35.0
5720,11/23/06,2006,11,4,47,2006.0,3.0,8.0,35.0
5721,11/24/06,2006,11,4,47,2006.0,3.0,8.0,35.0
5722,11/25/06,2006,11,4,47,2006.0,3.0,8.0,35.0
5723,11/26/06,2006,11,4,48,2006.0,3.0,8.0,36.0
5724,11/27/06,2006,11,4,48,2006.0,3.0,8.0,36.0
5725,11/28/06,2006,11,4,48,2006.0,3.0,8.0,36.0
5726,11/29/06,2006,11,4,48,2006.0,3.0,8.0,36.0
5727,11/30/06,2006,11,4,48,2006.0,3.0,8.0,36.0
5728,12/01/06,2006,12,4,48,2006.0,3.0,9.0,36.0
5729,12/02/06,2006,12,4,48,2006.0,3.0,9.0,36.0
5730,12/03/06,2006,12,4,49,2006.0,3.0,9.0,37.0
5731,12/04/06,2006,12,4,49,2006.0,3.0,9.0,37.0
5732,12/05/06,2006,12,4,49,2006.0,3.0,9.0,37.0
5733,12/06/06,2006,12,4,49,2006.0,3.0,9.0,37.0
5734,12/07/06,2006,12,4,49,2006.0,3.0,9.0,37.0
5735,12/08/06,2006,12,4,49,2006.0,3.0,9.0,37.0
5736,12/09/06,2006,12,4,49,2006.0,3.0,9.0,37.0
5737,12/10/06,2006,12,4,50,2006.0,3.0,9.0,38.0
5738,12/11/06,2006,12,4,50,2006.0,3.0,9.0,38.0
5739,12/12/06,2006,12,4,50,2006.0,3.0,9.0,38.0
5740,12/13/06,2006,12,4,50,2006.0,3.0,9.0,38.0
5741,12/14/06,2006,12,4,50,2006.0,3.0,9.0,38.0
5742,12/15/06,2006,12,4,50,2006.0,3.0,9.0,38.0
5743,12/16/06,2006,12,4,50,2006.0,3.0,9.0,38.0
5744,12/17/06,2006,12,4,51,2006.0,3.0,9.0,39.0
5745,12/18/06,2006,12,4,51,2006.0,3.0,9.0,39.0
5746,12/19/06,2006,12,4,51,2006.0,3.0,9.0,39.0
5747,12/20/06,2006,12,4,51,2006.0,3.0,9.0,39.0
5748,12/21/06,2006,12,4,51,2006.0,3.0,9.0,39.0
5749,12/22/06,2006,12,4,51,2006.0,3.0,9.0,39.0
5750,12/23/06,2006,12,4,51,2006.0,3.0,9.0,39.0
5751,12/24/06,2006,12,4,52,2006.0,3.0,9.0,40.0
5752,12/25/06,2006,12,4,52,2006.0,3.0,9.0,40.0
5753,12/26/06,2006,12,4,52,2006.0,3.0,9.0,40.0
5754,12/27/06,2006,12,4,52,2006.0,3.0,9.0,40.0
5755,12/28/06,2006,12,4,52,2006.0,3.0,9.0,40.0
5756,12/29/06,2006,12,4,52,2006.0,3.0,9.0,40.0
5757,12/30/06,2006,12,4,52,2006.0,3.0,9.0,40.0
5758,12/31/06,2006,12,4,1,2006.0,3.0,9.0,41.0
5759,01/01/07,2007,1,1,1,2007.0,4.0,10.0,41.0
5760,01/02/07,2007,1,1,1,2007.0,4.0,10.0,41.0
5761,01/03/07,2007,1,1,1,2007.0,4.0,10.0,41.0
5762,01/04/07,2007,1,1,1,2007.0,4.0,10.0,41.0
5763,01/05/07,2007,1,1,1,2007.0,4.0,10.0,41.0
5764,01/06/07,2007,1,1,1,2007.0,4.0,10.0,41.0
5765,01/07/07,2007,1,1,2,2007.0,4.0,10.0,42.0
5766,01/08/07,2007,1,1,2,2007.0,4.0,10.0,42.0
5767,01/09/07,2007,1,1,2,2007.0,4.0,10.0,42.0
5768,01/10/07,2007,1,1,2,2007.0,4.0,10.0,42.0
5769,01/11/07,2007,1,1,2,2007.0,4.0,10.0,42.0
5770,01/12/07,2007,1,1,2,2007.0,4.0,10.0,42.0
5771,01/13/07,2007,1,1,2,2007.0,4.0,10.0,42.0
5772,01/14/07,2007,1,1,3,2007.0,4.0,10.0,43.0
5773,01/15/07,2007,1,1,3,2007.0,4.0,10.0,43.0
5774,01/16/07,2007,1,1,3,2007.0,4.0,10.0,43.0
5775,01/17/07,2007,1,1,3,2007.0,4.0,10.0,43.0
5776,01/18/07,2007,1,1,3,2007.0,4.0,10.0,43.0
5777,01/19/07,2007,1,1,3,2007.0,4.0,10.0,43.0
5778,01/20/07,2007,1,1,3,2007.0,4.0,10.0,43.0
5779,01/21/07,2007,1,1,4,2007.0,4.0,10.0,44.0
5780,01/22/07,2007,1,1,4,2007.0,4.0,10.0,44.0
5781,01/23/07,2007,1,1,4,2007.0,4.0,10.0,44.0
5782,01/24/07,2007,1,1,4,2007.0,4.0,10.0,44.0
5783,01/25/07,2007,1,1,4,2007.0,4.0,10.0,44.0
5784,01/26/07,2007,1,1,4,2007.0,4.0,10.0,44.0
5785,01/27/07,2007,1,1,4,2007.0,4.0,10.0,44.0
5786,01/28/07,2007,1,1,5,2007.0,4.0,10.0,45.0
5787,01/29/07,2007,1,1,5,2007.0,4.0,10.0,45.0
5788,01/30/07,2007,1,1,5,2007.0,4.0,10.0,45.0
5789,01/31/07,2007,1,1,5,2007.0,4.0,10.0,45.0
5790,02/01/07,2007,2,1,5,2007.0,4.0,11.0,45.0
