invoiceID,customerID,saleDate,prodID,amt,qty,discounted
2533,10,01/26/2009,31,4088.1,10.0,0
2533,10,01/26/2009,40,802.84,4.0,0
2533,10,01/26/2009,43,2970.0,6.0,0
2534,1,01/16/2009,5,1986.81,7.0,0
2534,1,01/16/2009,15,1906.08,12.0,0
2534,1,01/16/2009,16,5992.48,13.0,0
2534,1,01/16/2009,33,5539.8,14.0,0
2534,1,01/16/2009,34,5788.16,17.0,0
2534,1,01/16/2009,38,2040.48,9.0,0
2534,1,01/16/2009,40,3010.65,15.0,0
2535,18,03/02/2009,1,1154.79,7.0,0
2535,18,03/02/2009,42,1679.01,3.0,0
2535,18,03/02/2009,46,10369.8,20.0,0
2536,26,08/24/2009,30,1416.6,5.0,0
2537,28,05/08/2010,15,476.52,3.0,0
2537,28,05/08/2010,18,7756.08,17.0,0
2537,28,05/08/2010,24,2384.0,8.0,0
2537,28,05/08/2010,34,2042.88,6.0,0
2538,4,01/29/2007,18,4562.4,10.0,0
2538,4,01/29/2007,20,464.52,2.0,0
2538,4,01/29/2007,35,9048.0,16.0,0
2538,4,01/29/2007,48,2109.24,6.0,0
2539,12,05/26/2010,14,3009.58,7.0,0
2539,12,05/26/2010,20,1161.3,5.0,0
2539,12,05/26/2010,26,2825.1,10.0,0
2539,12,05/26/2010,27,674.34,2.0,0
2539,12,05/26/2010,33,7518.3,19.0,0
2539,12,05/26/2010,35,3393.0,6.0,0
2540,15,08/19/2007,10,6157.14,11.0,0
2540,15,08/19/2007,17,1730.46,6.0,0
2541,15,02/07/2011,15,953.04,6.0,0
2541,15,02/07/2011,20,1393.56,6.0,0
2541,15,02/07/2011,25,4337.55,15.0,0
2541,15,02/07/2011,36,3229.38,7.0,0
2542,39,05/30/2006,5,5108.94,18.0,0
2542,39,05/30/2006,14,3439.52,8.0,0
2542,39,05/30/2006,16,2765.76,6.0,0
2542,39,05/30/2006,23,1399.8,6.0,0
2542,39,05/30/2006,24,894.0,3.0,0
2542,39,05/30/2006,32,2050.85,5.0,0
2542,39,05/30/2006,44,1965.6,10.0,0
2542,39,05/30/2006,45,6930.56,14.0,0
2543,5,05/29/2008,20,1858.08,8.0,0
2543,5,05/29/2008,31,4496.91,11.0,0
2544,17,06/03/2008,19,1493.52,12.0,0
2544,17,06/03/2008,22,1465.83,3.0,0
2544,17,06/03/2008,26,4520.16,16.0,0
2544,17,06/03/2008,29,5073.5,10.0,0
2544,17,06/03/2008,33,1582.8,4.0,0
2544,17,06/03/2008,35,4524.0,8.0,0
2544,17,06/03/2008,44,2358.72,12.0,0
2545,39,02/06/2009,2,6117.36,12.0,0
2545,39,02/06/2009,8,5258.97,9.0,0
2545,39,02/06/2009,14,7308.98,17.0,0
2545,39,02/06/2009,19,746.76,6.0,0
2545,39,02/06/2009,20,4645.2,20.0,0
2545,39,02/06/2009,30,2833.2,10.0,0
2545,39,02/06/2009,31,3270.48,8.0,0
2545,39,02/06/2009,39,4215.12,14.0,0
2545,39,02/06/2009,45,9900.8,20.0,0
2546,4,07/18/2011,8,7596.29,13.0,0
2546,4,07/18/2011,9,4433.4,15.0,0
2546,4,07/18/2011,15,3017.96,19.0,0
2546,4,07/18/2011,42,3917.69,7.0,0
2547,23,05/25/2010,16,5992.48,13.0,0
2547,23,05/25/2010,27,2360.19,7.0,0
2547,23,05/25/2010,40,3211.36,16.0,0
2547,23,05/25/2010,42,1679.01,3.0,0
2548,15,05/03/2009,5,5392.77,19.0,0
2548,15,05/03/2009,11,708.6,2.0,0
2548,15,05/03/2009,31,5314.53,13.0,0
2548,15,05/03/2009,34,2042.88,6.0,0
2549,33,11/25/2006,7,5235.96,12.0,0
2549,33,11/25/2006,13,1719.16,4.0,0
2549,33,11/25/2006,14,4299.4,10.0,0
2549,33,11/25/2006,22,9283.59,19.0,0
2549,33,11/25/2006,33,6726.9,17.0,0
2549,33,11/25/2006,42,7835.38,14.0,0
2549,33,11/25/2006,43,7920.0,16.0,0
2550,34,06/30/2005,4,2007.28,8.0,0
2550,34,06/30/2005,16,6914.4,15.0,0
2550,34,06/30/2005,23,3032.9,13.0,0
2550,34,06/30/2005,30,5099.76,18.0,0
2550,34,06/30/2005,32,4511.87,11.0,0
2550,34,06/30/2005,39,4817.28,16.0,0
2550,34,06/30/2005,48,4921.56,14.0,0
2551,34,11/18/2006,6,6945.6,20.0,0
2551,34,11/18/2006,11,4605.9,13.0,0
2551,34,11/18/2006,16,8297.28,18.0,0
2551,34,11/18/2006,23,3032.9,13.0,0
2551,34,11/18/2006,30,2833.2,10.0,0
2551,34,11/18/2006,46,7777.35,15.0,0
2552,3,10/10/2010,24,2086.0,7.0,0
2552,3,10/10/2010,35,8482.5,15.0,0
2553,28,04/08/2011,8,1168.66,2.0,0
2553,28,04/08/2011,9,2955.6,10.0,0
2553,28,04/08/2011,26,3955.14,14.0,0
2553,28,04/08/2011,42,5037.03,9.0,0
2554,3,08/19/2005,9,591.12,2.0,0
2554,3,08/19/2005,29,6595.55,13.0,0
2554,3,08/19/2005,36,4613.4,10.0,0
2555,8,12/14/2005,5,4825.11,17.0,0
2555,8,12/14/2005,10,8955.84,16.0,0
2555,8,12/14/2005,22,2931.66,6.0,0
2555,8,12/14/2005,45,6930.56,14.0,0
2555,8,12/14/2005,46,4147.92,8.0,0
2556,30,04/20/2008,4,3261.83,13.0,0
2556,30,04/20/2008,39,3612.96,12.0,0
2557,30,04/08/2005,6,5556.48,16.0,0
2557,30,04/08/2005,8,4090.31,7.0,0
2557,30,04/08/2005,22,5374.71,11.0,0
2557,30,04/08/2005,28,6566.52,12.0,0
2557,30,04/08/2005,32,4922.04,12.0,0
2557,30,04/08/2005,38,2040.48,9.0,0
2557,30,04/08/2005,44,786.24,4.0,0
2557,30,04/08/2005,46,9332.82,18.0,0
2558,24,01/12/2005,5,1986.81,7.0,0
2558,24,01/12/2005,12,4664.63,17.0,0
2558,24,01/12/2005,16,6914.4,15.0,0
2558,24,01/12/2005,46,6740.37,13.0,0
2559,9,04/13/2008,23,699.9,3.0,0
2559,9,04/13/2008,24,4768.0,16.0,0
2560,4,06/03/2006,14,859.88,2.0,0
2560,4,06/03/2006,18,5018.64,11.0,0
2560,4,06/03/2006,20,1161.3,5.0,0
2560,4,06/03/2006,29,4058.8,8.0,0
2560,4,06/03/2006,35,6220.5,11.0,0
2560,4,06/03/2006,38,4307.68,19.0,0
2560,4,06/03/2006,45,5445.44,11.0,0
2561,37,07/23/2005,25,5205.06,18.0,0
2561,37,07/23/2005,26,1412.55,5.0,0
2561,37,07/23/2005,30,3966.48,14.0,0
2561,37,07/23/2005,35,10179.0,18.0,0
2561,37,07/23/2005,46,4147.92,8.0,0
2562,9,01/09/2008,8,3505.98,6.0,0
2562,9,01/09/2008,24,3874.0,13.0,0
2562,9,01/09/2008,40,3612.78,18.0,0
2563,28,10/03/2006,18,6387.36,14.0,0
2563,28,10/03/2006,20,1393.56,6.0,0
2563,28,10/03/2006,22,4886.1,10.0,0
2563,28,10/03/2006,23,4199.4,18.0,0
2563,28,10/03/2006,38,3627.52,16.0,0
2563,28,10/03/2006,40,2408.52,12.0,0
2563,28,10/03/2006,45,5445.44,11.0,0
2564,7,05/03/2005,6,2083.68,6.0,0
2564,7,05/03/2005,22,7817.76,16.0,0
2564,7,05/03/2005,28,5472.1,10.0,0
2564,7,05/03/2005,37,4676.56,8.0,0
2564,7,05/03/2005,38,2493.92,11.0,0
2565,9,01/02/2010,2,8666.26,17.0,0
2565,9,01/02/2010,8,5843.3,10.0,0
2565,9,01/02/2010,11,1062.9,3.0,0
2565,9,01/02/2010,41,1553.04,9.0,0
2566,7,04/08/2005,21,6791.4,12.0,0
2566,7,04/08/2005,29,8624.95,17.0,0
2567,32,12/26/2006,10,10635.06,19.0,0
2567,32,12/26/2006,11,6023.1,17.0,0
2567,32,12/26/2006,15,635.36,4.0,0
2567,32,12/26/2006,18,5018.64,11.0,0
2567,32,12/26/2006,20,929.04,4.0,0
2567,32,12/26/2006,28,6019.31,11.0,0
2567,32,12/26/2006,29,9132.3,18.0,0
2567,32,12/26/2006,34,5447.68,16.0,0
2567,32,12/26/2006,36,6458.76,14.0,0
2567,32,12/26/2006,44,1965.6,10.0,0
2568,37,03/21/2009,4,1003.64,4.0,0
2568,37,03/21/2009,7,6981.28,16.0,0
2568,37,03/21/2009,21,11319.0,20.0,0
2569,10,07/25/2011,3,1241.05,5.0,0
2569,10,07/25/2011,32,4101.7,10.0,0
2569,10,07/25/2011,46,2592.45,5.0,0
2570,5,08/31/2009,23,1633.1,7.0,0
2570,5,08/31/2009,35,9048.0,16.0,0
2571,12,08/07/2009,29,1522.05,3.0,0
2571,12,08/07/2009,33,4352.7,11.0,0
2571,12,08/07/2009,34,1021.44,3.0,0
2571,12,08/07/2009,35,9613.5,17.0,0
2571,12,08/07/2009,38,4307.68,19.0,0
2571,12,08/07/2009,42,7275.71,13.0,0
2572,25,02/12/2011,3,4467.78,18.0,0
2572,25,02/12/2011,28,2188.84,4.0,0
2572,25,02/12/2011,36,4613.4,10.0,0
2573,4,06/05/2006,25,2313.36,8.0,0
2573,4,06/05/2006,29,7102.9,14.0,0
2573,4,06/05/2006,41,2243.28,13.0,0
2574,17,10/05/2005,14,4729.34,11.0,0
2574,17,10/05/2005,43,2475.0,5.0,0
2575,3,02/18/2005,6,1736.4,5.0,0
2575,3,02/18/2005,21,3395.7,6.0,0
2575,3,02/18/2005,47,2689.45,19.0,0
2576,3,12/15/2008,9,591.12,2.0,0
2576,3,12/15/2008,12,1646.34,6.0,0
2576,3,12/15/2008,16,1843.84,4.0,0
2576,3,12/15/2008,24,1788.0,6.0,0
2576,3,12/15/2008,25,2891.7,10.0,0
2576,3,12/15/2008,41,2933.52,17.0,0
2577,20,06/25/2007,6,3472.8,10.0,0
2577,20,06/25/2007,7,7417.61,17.0,0
2577,20,06/25/2007,20,3019.38,13.0,0
2577,20,06/25/2007,23,4432.7,19.0,0
2578,25,01/03/2009,3,4964.2,20.0,0
2578,25,01/03/2009,7,4799.63,11.0,0
2578,25,01/03/2009,32,7793.23,19.0,0
2578,25,01/03/2009,47,2547.9,18.0,0
2578,25,01/03/2009,48,6679.26,19.0,0
2579,18,06/10/2006,11,2834.4,8.0,0
2579,18,06/10/2006,13,1289.37,3.0,0
2579,18,06/10/2006,28,9302.57,17.0,0
2579,18,06/10/2006,30,5383.08,19.0,0
2579,18,06/10/2006,33,5144.1,13.0,0
2579,18,06/10/2006,36,6920.1,15.0,0
2580,14,04/12/2009,11,2480.1,7.0,0
2580,14,04/12/2009,25,3759.21,13.0,0
2580,14,04/12/2009,30,5383.08,19.0,0
2580,14,04/12/2009,35,6220.5,11.0,0
2581,19,03/04/2005,11,708.6,2.0,0
2582,12,02/08/2006,5,2270.64,8.0,0
2582,12,02/08/2006,9,5024.52,17.0,0
2582,12,02/08/2006,13,4727.69,11.0,0
2582,12,02/08/2006,23,3266.2,14.0,0
2582,12,02/08/2006,24,596.0,2.0,0
2583,17,08/21/2006,11,2480.1,7.0,0
2583,17,08/21/2006,22,8794.98,18.0,0
2583,17,08/21/2006,29,3551.45,7.0,0
2583,17,08/21/2006,42,3358.02,6.0,0
2584,8,04/12/2008,9,5320.08,18.0,0
2584,8,04/12/2008,27,5731.89,17.0,0
2584,8,04/12/2008,29,4566.15,9.0,0
2585,15,10/21/2007,7,872.66,2.0,0
2585,15,10/21/2007,8,11102.27,19.0,0
2585,15,10/21/2007,11,3188.7,9.0,0
2585,15,10/21/2007,16,3687.68,8.0,0
2585,15,10/21/2007,20,4180.68,18.0,0
2585,15,10/21/2007,26,1130.04,4.0,0
2586,25,11/29/2007,23,466.6,2.0,0
2586,25,11/29/2007,44,1965.6,10.0,0
2587,38,03/31/2006,1,1979.64,12.0,0
2587,38,03/31/2006,9,2955.6,10.0,0
2587,38,03/31/2006,10,2238.96,4.0,0
2587,38,03/31/2006,12,1371.95,5.0,0
2587,38,03/31/2006,22,6351.93,13.0,0
2587,38,03/31/2006,36,1384.02,3.0,0
2587,38,03/31/2006,42,9514.39,17.0,0
2587,38,03/31/2006,44,393.12,2.0,0
2587,38,03/31/2006,48,2109.24,6.0,0
2588,5,11/12/2009,17,5191.38,18.0,0
2588,5,11/12/2009,22,977.22,2.0,0
2588,5,11/12/2009,24,5364.0,18.0,0
2588,5,11/12/2009,32,6562.72,16.0,0
2588,5,11/12/2009,33,6331.2,16.0,0
2588,5,11/12/2009,45,1980.16,4.0,0
2589,9,08/13/2005,9,2364.48,8.0,0
2589,9,08/13/2005,33,3561.3,9.0,0
2589,9,08/13/2005,38,2947.36,13.0,0
2590,7,03/11/2009,4,1254.55,5.0,0
2590,7,03/11/2009,13,7736.22,18.0,0
2590,7,03/11/2009,27,2697.36,8.0,0
2590,7,03/11/2009,46,6221.88,12.0,0
2590,7,03/11/2009,47,1273.95,9.0,0
2591,9,11/20/2009,2,8666.26,17.0,0
2591,9,11/20/2009,24,2682.0,9.0,0
2591,9,11/20/2009,34,6809.6,20.0,0
2591,9,11/20/2009,37,10522.26,18.0,0
2591,9,11/20/2009,39,903.24,3.0,0
2591,9,11/20/2009,41,2070.72,12.0,0
2592,6,10/14/2011,1,3134.43,19.0,0
2592,6,10/14/2011,9,2364.48,8.0,0
2592,6,10/14/2011,11,6023.1,17.0,0
2592,6,10/14/2011,15,794.2,5.0,0
2592,6,10/14/2011,29,8117.6,16.0,0
2592,6,10/14/2011,31,4088.1,10.0,0
2592,6,10/14/2011,45,1485.12,3.0,0
2593,15,06/11/2007,5,1419.15,5.0,0
2593,15,06/11/2007,6,2778.24,8.0,0
2593,15,06/11/2007,7,5235.96,12.0,0
2593,15,06/11/2007,10,1679.22,3.0,0
2593,15,06/11/2007,11,6377.4,18.0,0
2593,15,06/11/2007,13,2578.74,6.0,0
2593,15,06/11/2007,19,2489.2,20.0,0
2593,15,06/11/2007,36,4152.06,9.0,0
2593,15,06/11/2007,37,2922.85,5.0,0
2593,15,06/11/2007,38,3627.52,16.0,0
2593,15,06/11/2007,47,1415.5,10.0,0
2594,37,06/10/2010,3,3226.73,13.0,0
2594,37,06/10/2010,4,3261.83,13.0,0
2594,37,06/10/2010,5,851.49,3.0,0
2594,37,06/10/2010,19,622.3,5.0,0
2594,37,06/10/2010,24,1490.0,5.0,0
2594,37,06/10/2010,26,2260.08,8.0,0
2594,37,06/10/2010,45,6930.56,14.0,0
2595,13,09/05/2007,10,2798.7,5.0,0
2595,13,09/05/2007,38,3400.8,15.0,0
2595,13,09/05/2007,43,5940.0,12.0,0
2595,13,09/05/2007,45,7920.64,16.0,0
2596,24,09/26/2009,6,1736.4,5.0,0
2596,24,09/26/2009,8,2337.32,4.0,0
2596,24,09/26/2009,12,5213.41,19.0,0
2596,24,09/26/2009,17,3460.92,12.0,0
2597,4,03/22/2005,13,7736.22,18.0,0
2597,4,03/22/2005,19,1369.06,11.0,0
2597,4,03/22/2005,36,5074.74,11.0,0
2597,4,03/22/2005,46,10369.8,20.0,0
2598,6,01/20/2010,2,2548.9,5.0,0
2598,6,01/20/2010,3,3474.94,14.0,0
2599,22,02/11/2011,2,3568.46,7.0,0
2599,22,02/11/2011,4,3010.92,12.0,0
2599,22,02/11/2011,6,6251.04,18.0,0
2599,22,02/11/2011,11,3543.0,10.0,0
2599,22,02/11/2011,19,1244.6,10.0,0
2599,22,02/11/2011,24,5066.0,17.0,0
2599,22,02/11/2011,36,1384.02,3.0,0
2600,13,12/12/2007,3,4715.99,19.0,0
2600,13,12/12/2007,5,1986.81,7.0,0
2600,13,12/12/2007,9,1182.24,4.0,0
2600,13,12/12/2007,15,794.2,5.0,0
2600,13,12/12/2007,19,1617.98,13.0,0
2600,13,12/12/2007,22,6840.54,14.0,0
2601,10,03/07/2005,4,4767.29,19.0,0
2601,10,03/07/2005,11,5314.5,15.0,0
2601,10,03/07/2005,26,4520.16,16.0,0
2602,34,06/29/2008,12,5213.41,19.0,0
2602,34,06/29/2008,34,5447.68,16.0,0
2602,34,06/29/2008,37,10522.26,18.0,0
2603,37,06/07/2010,4,501.82,2.0,0
2603,37,06/07/2010,16,5531.52,12.0,0
2603,37,06/07/2010,39,3612.96,12.0,0
2604,14,07/19/2006,9,2068.92,7.0,0
2604,14,07/19/2006,18,6843.6,15.0,0
2604,14,07/19/2006,23,3966.1,17.0,0
2604,14,07/19/2006,30,5666.4,20.0,0
2604,14,07/19/2006,39,3612.96,12.0,0
2605,12,02/24/2007,2,10195.6,20.0,0
2605,12,02/24/2007,11,3543.0,10.0,0
2605,12,02/24/2007,32,7383.06,18.0,0
2605,12,02/24/2007,35,5089.5,9.0,0
2605,12,02/24/2007,41,3451.2,20.0,0
2606,39,07/12/2010,12,3841.46,14.0,0
2606,39,07/12/2010,15,2700.28,17.0,0
2607,17,09/22/2011,11,1771.5,5.0,0
2607,17,09/22/2011,18,6387.36,14.0,0
2607,17,09/22/2011,22,1954.44,4.0,0
2607,17,09/22/2011,27,1348.68,4.0,0
2607,17,09/22/2011,37,4676.56,8.0,0
2607,17,09/22/2011,41,1553.04,9.0,0
2608,32,09/19/2008,1,2474.55,15.0,0
2608,32,09/19/2008,8,5843.3,10.0,0
2608,32,09/19/2008,12,4390.24,16.0,0
2608,32,09/19/2008,17,576.82,2.0,0
2608,32,09/19/2008,31,4496.91,11.0,0
2609,25,01/02/2010,1,659.88,4.0,0
2609,25,01/02/2010,27,6406.23,19.0,0
2609,25,01/02/2010,28,1094.42,2.0,0
2609,25,01/02/2010,30,2833.2,10.0,0
2609,25,01/02/2010,38,3400.8,15.0,0
2609,25,01/02/2010,44,1965.6,10.0,0
2610,34,05/13/2011,3,744.63,3.0,0
2610,34,05/13/2011,6,694.56,2.0,0
2610,34,05/13/2011,18,9124.8,20.0,0
2610,34,05/13/2011,29,7610.25,15.0,0
2611,6,09/19/2011,4,752.73,3.0,0
2611,6,09/19/2011,19,1244.6,10.0,0
2611,6,09/19/2011,20,1161.3,5.0,0
2611,6,09/19/2011,41,1380.48,8.0,0
2611,6,09/19/2011,42,2238.68,4.0,0
2612,4,07/17/2010,9,886.68,3.0,0
2612,4,07/17/2010,23,1399.8,6.0,0
2612,4,07/17/2010,34,1021.44,3.0,0
2612,4,07/17/2010,38,3174.08,14.0,0
2612,4,07/17/2010,44,1572.48,8.0,0
2612,4,07/17/2010,47,707.75,5.0,0
2613,6,06/10/2011,5,3405.96,12.0,0
2613,6,06/10/2011,9,2364.48,8.0,0
2613,6,06/10/2011,32,8203.4,20.0,0
2613,6,06/10/2011,33,7122.6,18.0,0
2613,6,06/10/2011,44,3341.52,17.0,0
2614,23,10/03/2009,13,2578.74,6.0,0
2614,23,10/03/2009,18,1824.96,4.0,0
2614,23,10/03/2009,32,2871.19,7.0,0
2614,23,10/03/2009,37,9353.12,16.0,0
2615,12,03/09/2006,5,2554.47,9.0,0
2615,12,03/09/2006,23,3499.5,15.0,0
2615,12,03/09/2006,24,1788.0,6.0,0
2616,20,08/30/2005,7,1308.99,3.0,0
2616,20,08/30/2005,15,2382.6,15.0,0
2616,20,08/30/2005,18,6843.6,15.0,0
2616,20,08/30/2005,29,1014.7,2.0,0
2616,20,08/30/2005,30,5666.4,20.0,0
2616,20,08/30/2005,32,4101.7,10.0,0
2616,20,08/30/2005,35,1131.0,2.0,0
2616,20,08/30/2005,40,3612.78,18.0,0
2617,8,02/15/2006,31,4088.1,10.0,0
2617,8,02/15/2006,35,5655.0,10.0,0
2617,8,02/15/2006,36,7842.78,17.0,0
2618,10,01/19/2005,4,3010.92,12.0,0
2618,10,01/19/2005,18,7756.08,17.0,0
2618,10,01/19/2005,19,1120.14,9.0,0
2618,10,01/19/2005,22,3420.27,7.0,0
2618,10,01/19/2005,25,5783.4,20.0,0
2618,10,01/19/2005,26,3390.12,12.0,0
2618,10,01/19/2005,48,1757.7,5.0,0
2619,25,07/11/2007,8,5843.3,10.0,0
2619,25,07/11/2007,23,2566.3,11.0,0
2619,25,07/11/2007,26,2542.59,9.0,0
2619,25,07/11/2007,27,4383.21,13.0,0
2619,25,07/11/2007,32,2050.85,5.0,0
2619,25,07/11/2007,36,2768.04,6.0,0
2619,25,07/11/2007,42,3358.02,6.0,0
2620,17,04/27/2011,3,1985.68,8.0,0
2620,17,04/27/2011,19,871.22,7.0,0
2620,17,04/27/2011,21,7923.3,14.0,0
2620,17,04/27/2011,34,3745.28,11.0,0
2620,17,04/27/2011,43,4950.0,10.0,0
2621,16,08/06/2011,1,1979.64,12.0,0
2621,16,08/06/2011,36,5536.08,12.0,0
2621,16,08/06/2011,39,2107.56,7.0,0
2622,34,05/07/2009,10,9515.58,17.0,0
2622,34,05/07/2009,17,4902.97,17.0,0
2622,34,05/07/2009,21,6791.4,12.0,0
2622,34,05/07/2009,44,1769.04,9.0,0
2622,34,05/07/2009,47,1132.4,8.0,0
2623,23,10/29/2007,4,4265.47,17.0,0
2623,23,10/29/2007,6,2430.96,7.0,0
2623,23,10/29/2007,15,953.04,6.0,0
2623,23,10/29/2007,46,1555.47,3.0,0
2624,31,05/31/2008,24,1192.0,4.0,0
2624,31,05/31/2008,30,3683.16,13.0,0
2624,31,05/31/2008,33,5935.5,15.0,0
2624,31,05/31/2008,35,3958.5,7.0,0
2624,31,05/31/2008,37,6430.27,11.0,0
2624,31,05/31/2008,41,2243.28,13.0,0
2625,31,06/23/2011,10,4477.92,8.0,0
2625,31,06/23/2011,29,1522.05,3.0,0
2625,31,06/23/2011,31,5314.53,13.0,0
2625,31,06/23/2011,45,6435.52,13.0,0
2626,36,08/24/2009,2,3568.46,7.0,0
2626,36,08/24/2009,10,4477.92,8.0,0
2626,36,08/24/2009,19,497.84,4.0,0
2626,36,08/24/2009,23,3966.1,17.0,0
2626,36,08/24/2009,36,922.68,2.0,0
2626,36,08/24/2009,43,8415.0,17.0,0
2626,36,08/24/2009,48,703.08,2.0,0
2627,15,04/24/2011,15,1270.72,8.0,0
2627,15,04/24/2011,28,4924.89,9.0,0
2627,15,04/24/2011,38,4534.4,20.0,0
2627,15,04/24/2011,39,1505.4,5.0,0
2628,34,06/22/2011,4,4014.56,16.0,0
2629,2,08/30/2011,9,2364.48,8.0,0
2629,2,08/30/2011,15,1747.24,11.0,0
2629,2,08/30/2011,17,2018.87,7.0,0
2629,2,08/30/2011,33,1187.1,3.0,0
2629,2,08/30/2011,34,4085.76,12.0,0
2629,2,08/30/2011,41,1898.16,11.0,0
2629,2,08/30/2011,43,4455.0,9.0,0
2629,2,08/30/2011,44,589.68,3.0,0
2630,37,08/14/2005,5,4825.11,17.0,0
2630,37,08/14/2005,8,11102.27,19.0,0
2630,37,08/14/2005,34,6809.6,20.0,0
2631,8,09/21/2009,8,8180.62,14.0,0
2631,8,09/21/2009,23,3966.1,17.0,0
2631,8,09/21/2009,39,2709.72,9.0,0
2632,12,08/03/2010,8,4674.64,8.0,0
2632,12,08/03/2010,18,4562.4,10.0,0
2632,12,08/03/2010,20,2554.86,11.0,0
2632,12,08/03/2010,21,7357.35,13.0,0
2632,12,08/03/2010,33,4748.4,12.0,0
2632,12,08/03/2010,35,7917.0,14.0,0
2632,12,08/03/2010,40,3010.65,15.0,0
2632,12,08/03/2010,48,2460.78,7.0,0
2633,31,01/19/2007,1,2639.52,16.0,0
2633,31,01/19/2007,20,2554.86,11.0,0
2633,31,01/19/2007,23,2566.3,11.0,0
2633,31,01/19/2007,48,1757.7,5.0,0
2634,5,05/22/2008,17,5191.38,18.0,0
2634,5,05/22/2008,18,5018.64,11.0,0
2634,5,05/22/2008,26,2825.1,10.0,0
2634,5,05/22/2008,29,6088.2,12.0,0
2634,5,05/22/2008,41,1898.16,11.0,0
2635,25,07/30/2006,17,2884.1,10.0,0
2635,25,07/30/2006,23,3032.9,13.0,0
2635,25,07/30/2006,26,4802.67,17.0,0
2635,25,07/30/2006,29,5580.85,11.0,0
2635,25,07/30/2006,42,5037.03,9.0,0
2635,25,07/30/2006,48,703.08,2.0,0
2636,3,10/19/2008,17,2884.1,10.0,0
2636,3,10/19/2008,27,4720.38,14.0,0
2636,3,10/19/2008,28,2736.05,5.0,0
2637,5,11/23/2005,16,2304.8,5.0,0
2637,5,11/23/2005,17,2018.87,7.0,0
2637,5,11/23/2005,22,5863.32,12.0,0
2637,5,11/23/2005,29,3551.45,7.0,0
2637,5,11/23/2005,32,4101.7,10.0,0
2637,5,11/23/2005,44,2948.4,15.0,0
2638,2,07/30/2007,11,6023.1,17.0,0
2638,2,07/30/2007,13,4297.9,10.0,0
2638,2,07/30/2007,15,2223.76,14.0,0
2638,2,07/30/2007,24,5662.0,19.0,0
2638,2,07/30/2007,34,680.96,2.0,0
2639,34,06/13/2009,21,3961.65,7.0,0
2639,34,06/13/2009,37,3507.42,6.0,0
2639,34,06/13/2009,43,4455.0,9.0,0
2639,34,06/13/2009,47,1698.6,12.0,0
2640,29,08/03/2010,11,3543.0,10.0,0
2640,29,08/03/2010,15,794.2,5.0,0
2640,29,08/03/2010,29,1522.05,3.0,0
2640,29,08/03/2010,31,4905.72,12.0,0
2640,29,08/03/2010,34,680.96,2.0,0
2640,29,08/03/2010,36,8765.46,19.0,0
2640,29,08/03/2010,43,2970.0,6.0,0
2640,29,08/03/2010,47,2831.0,20.0,0
2641,35,12/04/2006,1,1319.76,8.0,0
2641,35,12/04/2006,36,3690.72,8.0,0
2642,1,02/24/2008,3,2978.52,12.0,0
2642,1,02/24/2008,14,2149.7,5.0,0
2642,1,02/24/2008,15,2859.12,18.0,0
2642,1,02/24/2008,21,7357.35,13.0,0
2642,1,02/24/2008,42,9514.39,17.0,0
2642,1,02/24/2008,48,2812.32,8.0,0
2643,33,07/22/2010,29,2536.75,5.0,0
2643,33,07/22/2010,33,6331.2,16.0,0
2643,33,07/22/2010,43,8910.0,18.0,0
2644,2,08/15/2011,1,3134.43,19.0,0
2644,2,08/15/2011,4,2258.19,9.0,0
2644,2,08/15/2011,7,872.66,2.0,0
2644,2,08/15/2011,30,3399.84,12.0,0
2645,23,03/06/2006,6,5556.48,16.0,0
2645,23,03/06/2006,17,4326.15,15.0,0
2645,23,03/06/2006,18,1368.72,3.0,0
2645,23,03/06/2006,20,1393.56,6.0,0
2645,23,03/06/2006,42,6156.37,11.0,0
2645,23,03/06/2006,44,2751.84,14.0,0
2645,23,03/06/2006,45,7920.64,16.0,0
2646,6,01/13/2010,20,3019.38,13.0,0
2646,6,01/13/2010,22,5863.32,12.0,0
2646,6,01/13/2010,27,6069.06,18.0,0
2646,6,01/13/2010,36,4613.4,10.0,0
2647,22,03/03/2010,4,3512.74,14.0,0
2647,22,03/03/2010,37,1753.71,3.0,0
2648,31,05/02/2008,7,7417.61,17.0,0
2648,31,05/02/2008,20,464.52,2.0,0
2648,31,05/02/2008,28,3830.47,7.0,0
2648,31,05/02/2008,31,8176.2,20.0,0
2648,31,05/02/2008,40,2207.81,11.0,0
2649,15,08/11/2011,3,2482.1,10.0,0
2649,15,08/11/2011,7,5235.96,12.0,0
2649,15,08/11/2011,35,3958.5,7.0,0
2649,15,08/11/2011,40,3211.36,16.0,0
2649,15,08/11/2011,48,5273.1,15.0,0
2650,8,08/15/2011,1,329.94,2.0,0
2650,8,08/15/2011,8,6427.63,11.0,0
2650,8,08/15/2011,20,4645.2,20.0,0
2650,8,08/15/2011,25,2313.36,8.0,0
2650,8,08/15/2011,42,1119.34,2.0,0
2651,8,06/26/2006,3,3971.36,16.0,0
2651,8,06/26/2006,10,11194.8,20.0,0
2651,8,06/26/2006,23,1166.5,5.0,0
2651,8,06/26/2006,24,2980.0,10.0,0
2651,8,06/26/2006,32,7383.06,18.0,0
2651,8,06/26/2006,41,3451.2,20.0,0
2651,8,06/26/2006,43,1485.0,3.0,0
2651,8,06/26/2006,48,2460.78,7.0,0
